,scenario,version,library,input,time,time in ms,# loops
0,pipeline3,sequential,lists,1,8.141078054904938,8.141078054904938,1
1,pipeline3,sequential,lists,1,5.379108712077141,5.379108712077141,1
2,pipeline3,sequential,lists,1,5.347002297639847,5.347002297639847,1
3,pipeline3,sequential,lists,1,4.940904676914215,4.940904676914215,1
4,pipeline3,sequential,lists,1,4.950243979692459,4.950243979692459,1
5,pipeline3,sequential,lists,1,4.974648356437683,4.974648356437683,1
6,pipeline3,sequential,lists,1,4.986649379134178,4.986649379134178,1
7,pipeline3,sequential,lists,1,4.987524822354317,4.987524822354317,1
8,pipeline3,sequential,lists,1,4.975546151399612,4.975546151399612,1
9,pipeline3,sequential,lists,1,4.957620054483414,4.957620054483414,1
10,pipeline3,sequential,lists,1,4.907742142677307,4.907742142677307,1
11,pipeline3,sequential,lists,1,4.917467013001442,4.917467013001442,1
12,pipeline3,sequential,lists,1,4.90831770002842,4.90831770002842,1
13,pipeline3,sequential,lists,1,7.17751681804657,7.17751681804657,1
14,pipeline3,sequential,lists,1,8.038215339183807,8.038215339183807,1
15,pipeline3,sequential,lists,1,8.037392050027847,8.037392050027847,1
16,pipeline3,sequential,lists,1,8.070020005106926,8.070020005106926,1
17,pipeline3,sequential,lists,1,8.035717532038689,8.035717532038689,1
18,pipeline3,sequential,lists,1,8.080316707491875,8.080316707491875,1
19,pipeline3,sequential,lists,1,8.076861500740051,8.076861500740051,1
20,pipeline3,sequential,lists,1,8.111471310257912,8.111471310257912,1
21,pipeline3,sequential,lists,1,8.085090667009354,8.085090667009354,1
22,pipeline3,sequential,lists,1,8.109897375106812,8.109897375106812,1
23,pipeline3,sequential,lists,1,8.067188784480095,8.067188784480095,1
24,pipeline3,sequential,lists,1,8.027344942092896,8.027344942092896,1
25,pipeline3,sequential,lists,1,8.054114878177643,8.054114878177643,1
26,pipeline3,sequential,lists,1,8.120659738779068,8.120659738779068,1
27,pipeline3,sequential,lists,1,7.983753457665443,7.983753457665443,1
